iter	RMSE
241	16.04761977
242	16.04184123
243	16.01578103
244	15.98818042
245	15.9534529
246	15.92482887
247	15.90267328
248	15.89847942
249	15.85718251
250	15.84697504
251	15.83181984
252	15.77881906
253	15.73810189
254	15.70536904
255	15.66598477
256	15.64177378
257	15.61091074
258	15.59566618
259	15.5703665
260	15.55350153
261	15.54070033
262	15.53506874
263	15.52611859
264	15.49546624
265	15.45607351
266	15.44728044
267	15.44295226
268	15.42249952
269	15.40397668
270	15.37910872
271	15.33479631
272	15.30034224
273	15.29587557
274	15.2571356
275	15.23430021
276	15.2281442
277	15.22338981
278	15.1979695
279	15.15800155
280	15.12796761
281	15.09119275
282	15.06544154
283	15.05045003
284	15.04171333
285	15.02520948
286	15.02124879
287	14.99902695
288	14.98484256
289	14.95259238
290	14.93497368
291	14.91432831
292	14.89864788
293	14.87299242
294	14.83488448
295	14.80828449
296	14.78980761
297	14.76399489
298	14.75465248
299	14.72216282
300	14.69868995
301	14.67595375
302	14.67034803
303	14.64552321
304	14.63221937
305	14.61336682
306	14.56869112
307	14.56511353
308	14.52704681
309	14.52351564
310	14.51752239
311	14.48313563
312	14.42902315
313	14.42531333
314	14.38184187
315	14.3786083
316	14.35920531
317	14.35585449
318	14.3518024
319	14.30680927
320	14.30035638
321	14.28188584
322	14.23030832
323	14.20616885
324	14.15900676
325	14.14257049
326	14.13499404
327	14.11267523
328	14.09391298
329	14.08602855
330	14.05561723
331	14.04566899
332	14.02428152
333	13.99252902
334	13.98116519
335	13.95606029
336	13.94858746
337	13.91486042
338	13.87534137
339	13.87206463
340	13.83716068
341	13.82123253
342	13.80388994
343	13.78750585
344	13.74636647
345	13.70795258
346	13.68753803
347	13.66009595
348	13.65706521
349	13.64730266
350	13.6278858
351	13.61260387
352	13.58853412
353	13.57750574
354	13.53802428
355	13.52997503
356	13.52537705
357	13.522294
358	13.51953249
359	13.48429517
360	13.44897419
361	13.43556694
362	13.40466992
363	13.39462845
364	13.39152058
365	13.35927228
366	13.3514502
367	13.3105749
368	13.28685754
369	13.27944777
370	13.2512704
371	13.2195459
372	13.19901786
373	13.17160647
374	13.14673491
375	13.12814995
376	13.12346563
377	13.11697225
378	13.1072107
379	13.10461846
380	13.088749
381	13.06019963
382	13.05349476
383	13.01260911
384	13.00150354
385	12.98274937
386	12.97377556
387	12.96330909
388	12.94226591
389	12.93184857
390	12.91189042
391	12.9036826
392	12.89584155
393	12.87768804
394	12.83648258
395	12.82031284
396	12.79213855
397	12.76566827
398	12.75075922
399	12.74292129
400	12.71431267
401	12.69662502
402	12.68189887
403	12.67412172
404	12.65077817
405	12.64417063
406	12.63127657
407	12.61894486
408	12.61210402
409	12.58988696
410	12.56343809
411	12.54238903
412	12.52507059
413	12.50492108
414	12.47568989
415	12.4606432
416	12.44916859
417	12.44610047
418	12.42676593
419	12.42142805
420	12.39456129
421	12.38491702
422	12.35566572
423	12.32671904
424	12.31385216
425	12.28966049
426	12.27515106
427	12.25335264
428	12.23092619
429	12.21225314
430	12.18212951
431	12.16400046
432	12.15828399
433	12.153555
434	12.14836044
435	12.14539581
436	12.13152246
437	12.12396688
438	12.10814128
439	12.08465972
440	12.05408129
441	12.04811542
442	12.01453049
443	12.01222789
444	12.00869581
445	12.00246197
446	11.99701232
447	11.98360085
448	11.96973179
449	11.9551968
450	11.94431694
451	11.93164163
452	11.92656391
453	11.91777473
454	11.90386038
455	11.89056467
456	11.8851059
457	11.86576913
458	11.8461125
459	11.81550602
460	11.79568799
461	11.78946753
462	11.76588149
463	11.74413318
464	11.73002358
465	11.7277466
466	11.71037558
467	11.69360109
468	11.69112158
469	11.6792533
470	11.67060672
471	11.65255528
472	11.62177172
473	11.61841904
474	11.61102549
475	11.60360905
476	11.59169968
477	11.57085936
478	11.54893612
479	11.52661882
480	11.5019228
481	11.49166637
482	11.48191557
483	11.47351
484	11.47155721
485	11.46317289
486	11.4533179
487	11.44323881
488	11.41629104
489	11.41255843
490	11.40278991
491	11.38852638
492	11.3768817
493	11.36678371
494	11.35588253
495	11.33437668
496	11.31855999
497	11.30557389
498	11.2860713
499	11.27856325
500	11.25543145
501	11.23785509
502	11.21609211
503	11.21111305
504	11.20296442
505	11.1818876
506	11.16082115
507	11.15908959
508	11.14463627
509	11.14039051
510	11.12563703
511	11.10001152
512	11.09776211
513	11.07968899
514	11.07739695
515	11.05542331
516	11.0532105
517	11.04029805
518	11.0154375
519	11.01377807
520	10.98095917
521	10.97768438
522	10.97588999
523	10.97237577
524	10.96839095
525	10.95696451
526	10.94308287
527	10.94143476
528	10.9372949
529	10.9343929
530	10.90993886
531	10.9029276
532	10.89901735
533	10.88178964
534	10.86903467
535	10.84354962
536	10.82531503
537	10.80859329
538	10.80479281
539	10.80318116
540	10.78759707
541	10.78431185
542	10.76463717
543	10.75819436
544	10.75630309
545	10.73394481
546	10.73245947
547	10.72916927
548	10.70340473
549	10.6853703
550	10.68157215
551	10.66543422
552	10.6582512
553	10.64530725
554	10.64390305
555	10.63264152
556	10.63029952
557	10.60643666
558	10.59972509
559	10.58299648
560	10.56545492
561	10.55861843
562	10.54376481
563	10.5368654
564	10.51928955
565	10.50084103
566	10.49926846
567	10.48264189
568	10.47378246
569	10.46549627
570	10.43861691
571	10.41466443
572	10.41136365
573	10.39245184
574	10.38577603
575	10.36690226
576	10.36034678
577	10.33920646
578	10.33489596
579	10.32678385
580	10.30305641
581	10.30170334
582	10.27958303
583	10.27496788
584	10.25258459
585	10.24412323
586	10.23319167
587	10.22838974
588	10.2243024
589	10.22165823
590	10.21993908
591	10.21416349
592	10.19042017
593	10.18192634
594	10.16529829
595	10.14401172
596	10.13945541
597	10.12625575
598	10.11223454
599	10.09568029
600	10.08104188
601	10.07312699
602	10.06280015
603	10.0610558
604	10.0582218
605	10.04721795
606	10.04447105
607	10.0247089
608	10.01675763
609	10.00757304
610	9.99166274
611	9.980344416
612	9.969222034
613	9.95188988
614	9.934148555
615	9.919558726
616	9.918243032
617	9.912988341
618	9.900585218
619	9.893104021
620	9.88675108
621	9.867510976
622	9.851280635
623	9.848930054
624	9.843143069
625	9.833574299
626	9.814807911
627	9.800983762
628	9.799632885
629	9.788320193
630	9.770308253
631	9.75416785
632	9.742900617
633	9.740348661
634	9.736056081
635	9.726606687
636	9.703501949
637	9.687051537
638	9.66942677
639	9.647571859
640	9.622210502
641	9.617962765
642	9.60857316
643	9.6001155
644	9.58558481
645	9.582418787
646	9.566158258
647	9.551574605
648	9.545209424
649	9.54401817
650	9.525675489
651	9.520040767
652	9.514748041
653	9.497983204
654	9.48987958
655	9.474586202
656	9.455519073
657	9.453684616
658	9.441320335
659	9.429389371
660	9.422739224
661	9.409065097
662	9.398808518
663	9.383769671
664	9.363804689
665	9.359359756
666	9.348614326
667	9.336438759
668	9.334378437
669	9.332300722
670	9.315324051
671	9.314251042
672	9.304809525
673	9.289717626
674	9.28176448
675	9.266731138
676	9.264834843
677	9.258070123
678	9.251620352
679	9.243251663
680	9.231740757
681	9.226031594
682	9.217569742
683	9.201674374
684	9.176193155
685	9.169406096
686	9.162356277
687	9.146480379
688	9.142425654
689	9.13257313
690	9.122417734
691	9.112904129
692	9.108571433
693	9.106093495
694	9.103944457
695	9.091517371
696	9.082117756
697	9.076561468
698	9.064610913
699	9.042721604
700	9.026489388
701	9.010059962
702	8.993772978
703	8.99067783
704	8.978411607
705	8.970639587
706	8.961330127
707	8.952375527
708	8.938917513
709	8.931346998
710	8.913433156
711	8.901454496
712	8.896321376
713	8.883407325
714	8.867741877
715	8.865685721
716	8.860128839
717	8.8462067
718	8.829747309
719	8.827763783
720	8.819122587
721	8.806294579
722	8.801333785
723	8.794634822
724	8.787697911
725	8.781883091
726	8.780183918
727	8.775239411
728	8.758657876
729	8.746101031
730	8.743163962
731	8.730092203
732	8.715677649
733	8.710105378
734	8.703136888
735	8.687136357
736	8.684087257
737	8.662865517
738	8.653002528
739	8.648341196
740	8.641016348
741	8.632950983
742	8.621518745
743	8.616718586
744	8.604030353
745	8.602506397
746	8.60146759
747	8.592462117
748	8.58519477
749	8.569923627
750	8.567853805
751	8.556169458
752	8.548405263
753	8.529103992
754	8.520592843
755	8.505498468
756	8.501026991
757	8.489759951
758	8.482248002
759	8.476271563
760	8.466719235
761	8.458181273
762	8.442422207
763	8.436021385
764	8.427867012
765	8.424279869
766	8.413742902
767	8.402477048
768	8.389188158
769	8.380780219
770	8.36821262
771	8.351666585
772	8.347182702
773	8.344951035
774	8.341483529
775	8.335467099
776	8.327662056
777	8.318501273
778	8.31152633
779	8.307616075
780	8.299522905
781	8.289789297
782	8.279524503
783	8.278069
784	8.264505318
785	8.253569532
786	8.24441007
787	8.240405714
788	8.233753258
789	8.224495638
790	8.206430262
791	8.191720815
792	8.186928847
793	8.183194837
794	8.175306295
795	8.162969408
796	8.150049306
797	8.139911017
798	8.13114244
799	8.122405193
800	8.115316279
801	8.109541697
802	8.10414896
803	8.101397221
804	8.091189747
805	8.085164192
806	8.074042607
807	8.062676592
808	8.052532181
809	8.039669357
810	8.032201005
811	8.022657488
812	8.012538056
813	8.000147459
814	7.991957435
815	7.979503799
816	7.974641817
817	7.964019002
818	7.958532489
819	7.952497297
820	7.941473202
821	7.934519534
822	7.931789529
823	7.929199425
824	7.92055202
825	7.918601332
826	7.906431226
827	7.903375552
828	7.889632793
829	7.883612483
830	7.873951701
831	7.870185293
832	7.86729379
833	7.863244521
834	7.862259191
835	7.854050439
836	7.850417136
837	7.842503656
838	7.836711203
839	7.829317358
840	7.821823449
841	7.817900865
842	7.800418265
843	7.790032098
844	7.778679501
845	7.772482334
846	7.765537095
847	7.757802286
848	7.75510765
849	7.743488922
850	7.734423083
851	7.721371946
852	7.715174567
853	7.703583347
854	7.698759257
855	7.696527628
856	7.68339513
857	7.675751681
858	7.666057388
859	7.659944724
860	7.645704976
861	7.641706496
862	7.640573166
863	7.638429741
864	7.623941732
865	7.614963515
866	7.604726567
867	7.595888763
868	7.59087132
869	7.587101889
870	7.580503896
871	7.578132477
872	7.573111574
873	7.571619848
874	7.568051357
875	7.566786853
876	7.558799821
877	7.552604518
878	7.546237614
879	7.543139528
880	7.540738368
881	7.53283783
882	7.530296301
883	7.528962274
884	7.518390736
885	7.510770399
886	7.501537716
887	7.500214913
888	7.499047587
889	7.495214689
890	7.486447348
891	7.478006654
892	7.47340441
893	7.460132255
894	7.455384796
895	7.447116698
896	7.433982855
897	7.427408445
898	7.422222316
899	7.414871654
900	7.406237192
901	7.399818596
902	7.397046314
903	7.390565888
904	7.379724243
905	7.372114594
906	7.368601016
907	7.364185219
908	7.359504643
909	7.353192181
910	7.345944555
911	7.341375752
912	7.339760514
913	7.334649689
914	7.330096514
915	7.328921365
916	7.322450186
917	7.317025952
918	7.311029412
919	7.306862577
920	7.300787788
921	7.293694772
922	7.288171004
923	7.279777315
924	7.276247863
925	7.272626512
926	7.269829944
927	7.258620954
928	7.252102623
929	7.24332078
930	7.232090701
931	7.215954627
932	7.206637631
933	7.2011586
934	7.190376911
935	7.182082465
936	7.180899524
937	7.179574405
938	7.171647252
939	7.160112405
940	7.157763104
941	7.152065044
942	7.146470573
943	7.142892015
944	7.139964949
945	7.12913646
946	7.120557882
947	7.110060784
948	7.106202744
949	7.099075315
950	7.089805685
951	7.088492295
952	7.078570963
953	7.071297418
954	7.067736573
955	7.066832953
956	7.050432966
957	7.046926021
958	7.039438148
959	7.035986648
960	7.028643635
961	7.02662772
962	7.016018714
963	7.015167257
964	7.002614568
965	6.999115683
966	6.990970594
967	6.988330253
968	6.986905119
969	6.985038571
970	6.978794104
971	6.97650643
972	6.971210689
973	6.966714757
974	6.959757833
975	6.957642333
976	6.949097929
977	6.946852695
978	6.941712533
979	6.937877988
980	6.936500752
981	6.934813394
982	6.925962116
983	6.921283574
984	6.918941254
985	6.914678719
986	6.909378853
987	6.906650627
988	6.904839707
989	6.898140196
990	6.896868931
991	6.884416267
992	6.877555517
993	6.876622357
994	6.875796994
995	6.864810784
996	6.861030554
997	6.860134362
998	6.854492864
999	6.843428342
